data,media,pico,fator
2004-10-01,14284.521739130434,15739.0,0.9075876319417011
2004-10-02,12999.875,14082.0,0.9231554466695072
2004-10-03,12227.083333333334,14237.0,0.8588244246212919
2004-10-04,14309.041666666666,16133.0,0.8869423955040393
2004-10-05,14439.708333333334,16007.0,0.9020871077237043
2004-10-06,14424.791666666666,15706.0,0.9184255486226071
2004-10-07,14449.416666666666,15893.0,0.9091686067241342
2004-10-08,14350.333333333334,15703.0,0.9138593474707594
2004-10-09,12934.541666666666,14122.0,0.9159142944814237
2004-10-10,12260.375,14162.0,0.8657234147719248
2004-10-11,14299.75,15995.0,0.8940137542982182
2004-10-12,14614.916666666666,16068.0,0.9095666334744005
2004-10-13,14454.416666666666,16136.0,0.8957868534126591
2004-10-14,14484.0,16129.0,0.8980097960195921
2004-10-15,14536.708333333334,15848.0,0.9172582239609625
2004-10-16,13602.708333333334,14793.0,0.919536830482886
2004-10-17,13098.5,14688.0,0.8917824074074074
2004-10-18,15425.666666666666,17003.0,0.9072320570879648
2004-10-19,14807.291666666666,16161.0,0.9162361033764412
2004-10-20,14519.416666666666,16076.0,0.9031734676951149
2004-10-21,14377.75,15921.0,0.9030682746058665
2004-10-22,14311.125,15655.0,0.9141568189076972
2004-10-23,13254.958333333334,14369.0,0.9224690885471037
2004-10-24,12438.666666666666,14244.0,0.8732565758682018
2004-10-25,14476.625,16187.0,0.8943365046024587
2004-10-26,14653.791666666666,16222.0,0.9033282990177948
2004-10-27,14448.833333333334,16008.0,0.9026007829418624
2004-10-28,14327.666666666666,15637.0,0.9162669736309181
2004-10-29,14260.291666666666,15571.0,0.9158237535589664
2004-10-30,12924.291666666666,14066.0,0.9188320536518318
2004-10-31,12322.95652173913,14067.0,0.876018804417369
2004-11-01,14322.083333333334,16072.0,0.8911201675792269
